continent,iso_country,iso_region,municipality,iata_code
SA,SR,SR-SI,Stoelmanseiland,SMZ
NA,CA,CA-SK,Stony Rapids,YSF
NA,US,US-AK,Stony River,SRV
EU,DE,DE-BY,Storck Barracks,ILH
NA,US,US-IA,Storm Lake,SLB
EU,GB,GB-SCT,Stornoway,SYY
OC,AU,AU-QLD,Stradbroke Island,SRR
EU,FR,FR-A,Strasbourg,SXB
EU,DE,DE-BY,Straubing,RBM
AS,RU,RU-TOM,Strezhevoy,SWT
EU,GB,GB-SCT,Stronsay,SOY
NA,US,US-OK,Stroud,SUD
EU,MD,MD-RS,Strymba,BZY
NA,US,US-FL,Stuart,SUA
NA,US,US-WA,Stuart Island,SSW
NA,CA,CA-BC,Stuart Island,YIG
AS,KH,KH-19,Stung Treng,TNX
NA,US,US-WI,Sturgeon Bay,SUE
NA,US,US-MI,Sturgis,IRS
OC,AU,AU-WA,Sturt Creek,SSK
NA,US,US-AR,Stuttgart,SGT
EU,DE,DE-BW,Stuttgart,STR
EU,IS,IS-3,Stykkishólmur,SYK
AS,TL,TL-CO,Suai,UAI
OC,SB,SB-IS,Suavanao,VAO
AS,MY,MY-10,Subang,SZB
EU,RO,RO-SV,Suceava,SCV
SA,BO,BO-H,Sucre,SRE
SA,EC,EC-S,Sucua,SUQ
NA,CA,CA-ON,Sudbury,YSB
OC,PG,PG-MBA,Sudest Island,TGL
OC,AU,AU-QLD,Sue Islet,SYU
NA,CA,CA-AB,Suffield,YSD
AS,ID,ID-PA,Sugapa-Papua Island,UGU
AS,PK,PK-BA,Sui,SUL
AS,JP,JP-07,Sukagawa,FKS
AS,ID,ID-JT,Sukarata(Solo)-Java Island,SOC
AS,GE,GE-AB,Sukhumi,SUI
OC,PG,PG-WPD,Suki,SKC
NA,HN,HN-YO,Sulaco,SCD
AS,IQ,IQ-SW,Sulaymaniyah,ISU
OC,PG,PG-WBK,Sule,ULE
NA,CA,CA-BC,Sullivan Bay,YTG
NA,US,US-TX,Sulphur Springs,SLR
AS,ID,ID-NB,Sumbawa Island,SWQ
AF,TZ,TZ-20,Sumbawanga,SUT
AF,AO,AO-CUS,Sumbe,NDD
AS,ID,ID-JI,Sumenep-Madura Island,SUP
NA,CA,CA-ON,Summer Beaver,SUR
NA,CA,CA-PE,Summerside,YSU
NA,US,US-AK,Summit,UMM
NA,US,US-SC,Sumter,SSC
NA,US,US-SC,Sumter,SUM
EU,UA,UA-59,Sumy,UMY
SA,AR,AR-S,Sunchales,NCJ
NA,CA,CA-AB,Suncor Energy Site,YFI
EU,SE,SE-Y,Sundsvall/ Härnösand,SDL
AS,ID,ID-JA,Sungai Penuh,KRC
AS,MY,MY-01,Sungei Tekai,GTK
NA,US,US-OR,Sunriver,SUO
AS,RU,RU-SA,Suntar,SUY
AF,GH,GH-BA,Sunyani,NYI
NA,US,US-AZ,Supai Village,HAE
NA,US,US-WI,Superior,SUW
AS,OM,OM-SH,Sur,SUH
AS,ID,ID-JI,Surabaya,SUB
AS,PH,PH-SCO,Surallah,AAV
AS,TH,TH-84,Surat Thani,URT
AS,RU,RU-KHM,Surgut,SGC
OC,PG,PG-CPM,Suria,SUZ
AS,PH,PH-SUN,Surigao City,SUG
AS,TH,TH-32,Surin,PXR
AS,NP,NP-BH,Surkhet,SKH
NA,US,US-CA,Susanville,SVE
AS,CN,CN-32,Suzhou,SZV
EU,NO,NO-18,Svolvær,SVJ
AS,ID,ID-PA,Swach,WAR
AF,NA,NA-ER,Swakopmund,SWP
NA,CA,CA-MB,Swan River,ZJN
EU,GB,GB-WLS,Swansea,SWS
NA,US,US-TX,Sweetwater,SWW
NA,CA,CA-SK,Swift Current,YYN
OC,AU,AU-NSW,Sydney,BWU
OC,AU,AU-VIC,Sydney,LBH
OC,AU,AU-NSW,Sydney,RSE
OC,AU,AU-NSW,Sydney,SYD
NA,CA,CA-NS,Sydney,YQY
EU,RU,RU-KO,Syktyvkar,SCW
AS,BD,BD-6,Sylhet,ZYL
NA,US,US-GA,Sylvester,SYV
NA,US,US-NY,Syracuse,SYR
EU,GR,GR-82,Syros Island,JSY
AS,YE,YE-TA,Ta'izz,TAI
AS,SA,SA-02,Ta’if,TIF
AS,EG,EG-SIN,Taba,TCP
OC,MH,MH-AUR,Tabal Island,TBV
AF,TN,TN-32,Tabarka,TBJ
AS,IR,IR-25,Tabas,TCX
SA,BR,BR-AM,Tabatinga,TBT
OC,PG,PG-JI,Tabibuga,TBA
OC,KI,KI-G,Tabiteuea South,TSU
AS,PH,PH-ROM,Tablas Island,TBH
AF,TZ,TZ-24,Tabora,TBO
AF,CI,CI-09,Tabou,TXU
AS,IR,IR-01,Tabriz,TBZ
OC,KI,KI-L,Tabuaeran Island,TNV
OC,PG,PG-WPD,Tabubil,TBG
AS,SA,SA-07,Tabuk,TUU
AS,CN,CN-65,Tacheng,TCG
AS,MM,MM-17,Tachileik,THL
SA,EC,EC-E,Tachina,ESM
AS,PH,PH-LEY,Tacloban City,TAC
SA,PE,PE-TAC,Tacna,TCQ
NA,US,US-WA,Tacoma,TCM
NA,US,US-WA,Tacoma,TIW
SA,UY,UY-TA,Tacuarembo,TAW
AF,DJ,DJ-TA,Tadjoura,TDJ
AS,SY,SY-HI,Tadmur,PMS
NA,CA,CA-MB,Tadoule Lake,XTL
AS,KR,KR-44,Taean,QDY
AS,PK,PK-BA,Taftan,TFT
EU,RU,RU-ROS,Taganrog,TGK
AS,PH,PH-BOH,Tagbilaran City,TAG
SA,BR,BR-TO,Taguatinga,QHN
OC,NZ,NZ-WKO,Taharoa,THH
NA,US,US-AK,Tahneta Pass Lodge,HNE
AF,NE,NE-5,Tahoua,THZ
NA,CA,CA-BC,Tahsis,ZTS
AS,ID,ID-SA,Tahuna-Sangihe Island,NAH
AS,TW,TW-TXG,Taichung City,RMQ
AS,TW,TW-TXG,Taichung City,TXG
AS,TW,TW-TNN,Tainan City,TNN
AS,TW,TW-TAO,Taipei,TPE
AS,TW,TW-TPE,Taipei City,TSA
AS,MY,MY-08,Taiping,TPG
SA,EC,EC-S,Taisha,TSC
AS,TW,TW-TTT,Taitung City,TTT
AS,CN,CN-14,Taiyuan,TYN
AS,JP,JP-28,Tajima,TJH
AS,JP,JP-37,Takamatsu,TAK
NA,US,US-AK,Takotna,TCT
NA,US,US-AK,Takotna,TLJ
NA,US,US-AK,Taku Lodge,TKL
OC,PF,PF-U-A,Takume,TJN
AS,ID,ID-SS,Talang Gudang-Sumatra Island,PDO
SA,PE,PE-PIU,Talara,TYL
OC,PG,PG-WBK,Talasea,TLW
SA,CL,CL-ML,Talca,TLX
AS,KZ,KZ-ALM,Taldy Kurgan,TDK
NA,US,US-AK,Talkeetna,TKA
EU,IS,IS-4,Tálknafjörður,TLK
NA,US,US-AL,Talladega,ASN
NA,US,US-FL,Tallahassee,TLH
EU,EE,EE-37,Tallinn,TLL
AS,AF,AF-TAK,Taloqan,TQN
NA,CA,CA-NU,Taloyoak,YYH
SA,CL,CL-AN,Taltal,TTC
NA,CA,CA-NT,Taltheilei Narrows,GSL
AF,GH,GH-NP,Tamale,TML
AS,MY,MY-06,Taman Negara,SXT
OC,KI,KI-G,Tamana Island,TMN
AF,DZ,DZ-11,Tamanrasset,TMR
NA,CR,CR-G,Tamarindo,TNO
AF,SN,SN-TC,Tambacounda,TUD
AF,BF,BF-OUD,Tambao,TMQ
AF,MG,MG-M,Tambohorano,WTA
EU,RU,RU-TAM,Tambov,TBW
AF,MR,MR-02,Tamchakett,THT
AS,KG,KG-Y,Tamchy,IKU
SA,CO,CO-ARA,Tame,TME
NA,US,US-FL,Tampa,KYO
NA,US,US-FL,Tampa,MCF
NA,US,US-FL,Tampa,TPA
NA,US,US-FL,Tampa,TPF
EU,FI,FI-LS,Tampere / Pirkkala,TMP
NA,MX,MX-TAM,Tampico,TAM
OC,AU,AU-NSW,Tamworth,TMW
AF,MA,MA-TNT,Tan Tan,TTA
NA,US,US-AK,Tanacross,TSG
AS,ID,ID-KI,Tanah Grogot-Borneo Island,TNB
AS,ID,ID-PA,Tanah Merah-Papua Island,TMH
NA,US,US-AK,Tanana,TAL
AF,MG,MG-U,Tanandava,TDV
OC,AU,AU-QLD,Tanbar Station,TXR
SA,AR,AR-B,Tandil,TDL
AS,JP,JP-46,Tanegashima,TNE
AF,TZ,TZ-25,Tanga,TGT
SA,BR,BR-MT,Tangará Da Serra,TGQ
AF,MA,MA-TNG,Tangier,TNG
AS,CN,CN-13,Tangshan,TVS
AS,ID,ID-RI,Tanjung Balai-Karinmunbesar Island,TJB
AS,MY,MY-13,Tanjung Manis,TGC
AS,ID,ID-BB,Tanjung Pandan-Belitung Island,TJQ
AS,ID,ID-RI,Tanjung Pinang-Bintan Island,TNJ
AS,ID,ID-KI,Tanjung Redep-Borneo Island,BEJ
AS,ID,ID-KU,Tanjung Selor-Borneo Island,TJS
AS,ID,ID-KS,Tanta-Tabalong-Borneo Island,TJG
NA,US,US-NM,Taos,TSM
NA,MX,MX-CHP,Tapachula,TAP
AS,ID,ID-AC,Tapak Tuan-Sumatra Island,TPK
AF,LR,LR-NI,Tapeta,TPT
OC,PG,PG-CPM,Tapini,TPI
AS,NP,NP-ME,Taplejung,TPJ
OC,PG,PG-EHG,Tarabo,TBQ
AS,ID,ID-KU,Tarakan Island,TRK
OC,PG,PG-WPD,Tarakbits,TRJ
AS,JP,JP-47,Tarama,TRA
SA,CO,CO-AMA,Tarapacá,TCD
OC,SB,SB-ML,Tarapaina,TAA
SA,EC,EC-U,Tarapoa,TPC
SA,PE,PE-SAM,Tarapoto,TPP
SA,BR,BR-AC,Tarauacá,TRQ
OC,KI,KI-G,Tarawa,TRW
AS,KZ,KZ-ZHA,Taraz,DMB
AS,PK,PK-NW,Tarbela,TLB
EU,FR,FR-N,Tarbes/Lourdes/Pyrénées,LDE
OC,AU,AU-SA,Tarcoola,TAQ
OC,AU,AU-NSW,Taree,TRO
AF,MA,MA-LAA,Tarfaya,TFY
AF,MA,MA-LAA,Tarfaya,TFY
EU,BG,BG-25,Targovishte,TGV
EU,RO,RO-MS,Târgu Mureş,TGM
OC,PG,PG-HE,Tari,TIZ
SA,BO,BO-T,Tarija,TJA
AS,AF,AF-ORU,Tarin Kowt,TII
AS,RU,RU-YAN,Tarko-Sale,TQL
SA,AR,AR-A,Tartagal,TTG
EU,EE,EE-7B,Tartu,TAY
AS,BT,BT-41,Tashigang,YON
AS,UZ,UZ-TO,Tashkent,TAS
NA,GL,GL-U-A,Tasiilaq,AGM
AS,ID,ID-JB,Tasikmalaya-Java Island,TSY
NA,CA,CA-QC,Tasiujaq,YTQ
OC,PG,PG-SAN,Taskul,TSK
NA,CA,CA-BC,Tasu,YTU
EU,HU,HU-SO,Taszár,TZR
OC,PF,PF-U-A,Tatakoto,TKV
OC,PG,PG-NIK,Tatau Island,MPU
NA,US,US-AK,Tatitlek,TEK
OC,AS,AS-U-A,Tau Village,TAV
SA,BR,BR-SP,Taubaté,QHP
OC,NZ,NZ-WKO,Taupo,TUO
SA,CO,CO-CAS,Tauramena,TAU
OC,NZ,NZ-BOP,Tauranga,TRG
OC,PG,PG-MPM,Tauta,TUT
OC,PG,PG-MPL,Tawa,TWY
AS,MY,MY-12,Tawau,TWU
NA,US,US-AK,Taylor,TWE
NA,US,US-AZ,Taylor,TYZ
AS,PH,PH-PLW,"Taytay Airport, Sandoval Airport",RZP
AS,KH,KH-13,Tbeng Meanchey,OMY
AS,GE,GE-TB,Tbilisi,TBS
AF,GA,GA-5,Tchibanga,TCH
AF,LR,LR-GG,Tchien,THC
AF,DZ,DZ-12,Tébessi,TEE
SA,BR,BR-AM,Tefé,TFF
NA,HN,HN-FM,Tegucigalpa,TGU
NA,US,US-CA,Tehachapi,TSP
AS,IR,IR-07,Tehran,IKA
AS,IR,IR-07,Tehran,THR
SA,BR,BR-BA,Teixeira De Freitas,TXF
OC,PG,PG-MPL,Tekadu,TKB
OC,PG,PG-SAN,Tekin,TKW
AS,IL,IL-TA,Tel Aviv,SDV
AS,IL,IL-M,Tel Aviv,TLV
NA,HN,HN-AT,Tela,TEA
OC,PG,PG-WPD,Telefomin,TFM
NA,CA,CA-BC,Telegraph Creek,YTX
SA,BR,BR-PR,Telêmaco Borba,TEC
NA,US,US-AK,Telida,TLF
NA,US,US-AK,Teller,TLA
NA,US,US-CO,Telluride,TEX
AS,MY,MY-12,Telupid,TEL
NA,US,US-TX,Temple,TPL
SA,CL,CL-AR,Temuco,PZS
SA,CL,CL-AR,Temuco,ZCO
SA,EC,EC-N,Tena,TNW
NA,US,US-AK,Tenakee Springs,TKE
EU,ES,ES-CN,Tenerife Island,TFN
EU,ES,ES-CN,Tenerife Island,TFS
AS,CN,CN-53,Tengchong,TCZ
AF,BF,BF-BLG,Tenkodogo,TEG
OC,AU,AU-NT,Tennant Creek,TCA
SA,BR,BR-MG,Teófilo Otoni,TFL
NA,MX,MX-NAY,Tepic,TPQ
OC,PG,PG-MPM,Teptep,TEP
OC,KI,KI-L,Teraina,TNQ
OC,PG,PG-GPK,Terapo Mission,TEO
SA,BR,BR-PI,Teresina,THE
SA,AR,AR-G,Termas de Río Hondo,RHD
AS,UZ,UZ-SU,Termez,TMJ
NA,CA,CA-BC,Terrace,YXT
AF,NA,NA-KU,Terrace Bay,TCY
NA,CA,CA-ON,"Terrace Bay, ON",YTJ
NA,US,US-IN,Terre Haute,HUF
NA,US,US-TX,Terrell,TRL
EU,ES,ES-AR,Teruel,TEV
NA,CA,CA-YT,Teslin,YZW
AF,ER,ER-GB,Tessenei,TES
AF,MZ,MZ-T,Tete,TET
NA,CA,CA-QC,Tête-à-la-Baleine,ZTB
OC,PG,PG-NPP,Tetebedi,TDB
NA,US,US-NJ,Teterboro,TEB
OC,PF,PF-U-A,Tetiaroa,TTI
AF,MA,MA-TET,Tétouan,TTU
NA,CA,CA-BC,Texada,YGB
NA,US,US-AR,Texarkana,TXK
AS,IN,IN-AR,Tezu,TEI
AF,LS,LS-K,Thaba-Tseka,THB
AS,LA,LA-KH,Thakhek,THK
AS,BD,BD-5,Thakurgaon,TKR
AS,MM,MM-16,Thandwe,SNW
AS,IN,IN-TN,Thanjavur,TJV
NA,US,US-OR,The Dalles,DLS
NA,CA,CA-MB,The Pas,YQD
NA,AI,AI-U-A,The Valley,AXA
OC,AU,AU-WA,Theda Station,TDN
NA,US,US-WY,Thermopolis,THP
EU,GR,GR-54,Thessaloniki,SKG
EU,GB,GB-ENG,Thetford,BEQ
NA,CA,CA-BC,Thetis Island,YBQ
NA,CA,CA-MB,Thicket Portage,YTD
NA,US,US-MN,Thief River Falls,TVF
AS,MV,MV-08,Thimarafushi,TMF
AS,IN,IN-KL,Thiruvananthapuram,TRV
EU,DK,DK-81,Thisted,TED
AF,ZA,ZA-NP,Thohoyandou,THY
NA,US,US-GA,Thomasville,TVI
NA,CA,CA-MB,Thompson,YTH
NA,US,US-MT,Thompson Falls,THM
AS,IN,IN-TN,Thoothukudi,TCR
NA,US,US-AK,Thorne Bay,KTB
EU,IS,IS-6,Thorshofn,THO
NA,US,US-MI,Three Rivers,HAI
NA,GL,GL-U-A,Thule,THU
AS,OM,OM-ZU,Thumrait,TTH
NA,CA,CA-ON,Thunder Bay,YQT
AS,ID,ID-MA,Tiakur,JIO
AS,CN,CN-12,Tianjin,TSN
AS,CN,CN-62,Tianshui,THQ
AF,DZ,DZ-14,Tiaret,TID
SA,CO,CO-NSA,Tibú,TIB
NA,PA,PA-KY,Ticantiqui,TJC
AF,MR,MR-09,Tichitt,THI
AF,MR,MR-09,Tidjikja,TIY
OC,PG,PG-SAN,Tifalmin,TFB
NA,US,US-GA,Tifton,TMA
OC,NC,NC-U-A,Tiga,TGJ
NA,MX,MX-BCN,Tijuana,TIJ
NA,GT,GT-PE,Tikal,TKM
AS,NP,NP-SE,Tikapur,TPU
NA,US,US-AK,Tikchik,KTH
AF,CM,CM-SW,Tiko,TKC
AS,ID,ID-MU,Tikong-Taliabu Island,TAX
AS,RU,RU-SA,Tiksi,IKS
AS,MM,MM-03,Tilin,TIO
NA,US,US-OR,Tillamook,OTK
AF,MR,MR-01,Timbedra,TMD
AF,ML,ML-7,Timbuktu,TOM
OC,PG,PG-ESW,Timbunke,TBE
AS,ID,ID-PA,Timika-Papua Island,TIM
AF,DZ,DZ-01,Timimoun,TMX
EU,RO,RO-TM,Timişoara,TSR
NA,CA,CA-ON,Timmins,YTS
NA,US,US-AK,Tin City,TNC
OC,PG,PG-ESW,Tinboli,TCK
AF,DZ,DZ-37,Tindouf,TIN
SA,PE,PE-HUC,Tingo Maria,TGI
OC,PG,PG-NIK,Tingwon Island,TIG
OC,MP,MP-U-A,Tinian Island,TIQ
NA,JM,JM-02,Tinson Pen,KTP
NA,US,US-ND,Tioga,VEX
AS,ID,ID-PA,Tiom-Papua Island,TMY
AF,ET,ET-GA,Tippi,TIE
SA,EC,EC-D,Tiputini,TPN
EU,AL,AL-11,Tirana,TIA
AS,IN,IN-TN,Tiruchirappally,TRZ
AS,IN,IN-AP,Tirupati,TIR
NA,CA,CA-SK,Tisdale,YTT
AS,LK,LK-3,Tissamaharama,TTW
NA,US,US-FL,Titusville,TIX
EU,ME,ME-19,Tivat,TIV
NA,MX,MX-YUC,Tizimin,TZM
AS,ID,ID-JT,Tjepu-Java Island,CPF
AF,DZ,DZ-13,Tlemcen,TLM
AF,LS,LS-J,Tlokoeng,TKO
OC,AU,AU-NT,Tobermorey,TYP
AS,RU,RU-TYU,Tobolsk,TOX
AF,LY,LY-BU,Tobruk,TOB
NA,US,US-GA,Toccoa,TOC
SA,CL,CL-AN,Tocopilla,TOQ
NA,PA,PA-8,Tocumen,PTY
NA,CA,CA-BC,Tofino,YAZ
NA,CA,CA-BC,Tofino Harbour,YTP
NA,US,US-AK,Togiak Village,TOG
NA,US,US-AK,Tok,TKJ
AS,TR,TR-60,Tokat,TJK
NA,US,US-AK,Tokeen,TKI
AS,JP,JP-23,Tokoname,NGO
OC,NZ,NZ-WKO,Tokoroa,TKZ
NA,US,US-AK,Toksook Bay,OOK
OC,PG,PG-EBR,Tokua,RAB
AS,JP,JP-46,Tokunoshima,TKN
AS,JP,JP-36,Tokushima,TKS
AS,JP,JP-13,Tokyo,HND
AS,JP,JP-12,Tokyo,NRT
OC,PG,PG-EBR,Tol,TLO
NA,NI,NI-RI,Tola,ECI
AF,MG,MG-U,Tôlanaro,FTU
NA,US,US-WA,Toledo,TDO
NA,US,US-OH,Toledo,TDZ
NA,US,US-OH,Toledo,TOL
SA,BR,BR-PR,Toledo,TOW
AS,ID,ID-ST,Toli Toli-Celebes Island,TLI
SA,CO,CO-SUC,Tolú,TLU
NA,MX,MX-MEX,Toluca,TLC
OC,AU,AU-WA,Tom Price,TPR
AS,MY,MY-12,Tomanggong,TMG
NA,US,US-NJ,Toms River,MJX
AS,RU,RU-TOM,Tomsk,TOF
AS,CN,CN-22,Tonghua,TNH
AS,CN,CN-15,Tongliao,TGO
OC,VU,VU-SEE,Tongoa Island,TGH
NA,US,US-NV,Tonopah,TPH
NA,US,US-NV,Tonopah,XSD
OC,PG,PG-NSB,Tonu,TON
NA,US,US-KS,Topeka,FOE
NA,US,US-KS,Topeka,TOP
OC,PG,PG-ESW,Torembi,TCJ
EU,IT,IT-21,Torino,TRN
OC,PG,PG-NSB,Torokina,TOK
NA,CA,CA-ON,Toronto,YKZ
NA,CA,CA-ON,Toronto,YTZ
NA,CA,CA-ON,Toronto,YYZ
NA,CA,CA-ON,Toronto,YZD
AF,UG,UG-212,Tororo,TRY
EU,NO,NO-07,Torp,TRF
NA,US,US-CA,Torrance,TOA
NA,MX,MX-COA,Torreón,TRC
SA,BR,BR-RS,Torres,TSQ
NA,US,US-WY,Torrington,TOR
OC,AU,AU-QLD,Torwood,TWP
AS,MN,MN-057,Tosontsengel,TNZ
SA,SR,SR-CR,Totness,TOT
AS,JP,JP-31,Tottori,TTJ
AF,CI,CI-17,Touba,TOZ
AF,BF,BF-SOR,Tougan,TUQ
AF,DZ,DZ-30,Touggourt,TGR
OC,NC,NC-U-A,Touho,TOU
EU,FR,FR-U,Toulon/Hyères/Le Palyvestre,TLN
EU,FR,FR-N,Toulouse/Blagnac,TLS
EU,FR,FR-F,Tours/Val de Loire (Loire Valley),TUF
EU,FR,FR-J,Toussus-le-Noble,TNF
OC,AU,AU-QLD,Townsville,TSV
AS,JP,JP-16,Toyama,TOY
AF,TN,TN-72,Tozeur,TOE
AS,TR,TR-61,Trabzon,TZX
NA,CA,CA-BC,Trail,YZZ
EU,IT,IT-82,Trapani (TP),TPS
NA,US,US-MI,Traverse City,TVC
NA,BS,BS-MH,Treasure Cay,TCB
SA,UY,UY-TT,Treinta y Tres,TYT
EU,IT,IT-75,Tremiti Islands,TQR
NA,US,US-NJ,Trenton,TTN
NA,CA,CA-ON,Trenton,YTR
OC,AU,AU-QLD,Trepell,TQP
SA,AR,AR-B,Tres Arroyos,OYO
SA,BR,BR-MG,Três Corações,QID
SA,CO,CO-CAQ,Tres Esquinas,TQS
SA,BR,BR-MS,Três Lagoas,TJL
EU,IT,IT-34,Treviso,TSF
EU,DE,DE-RP,Trier,SPM
EU,IT,IT-36,Trieste,TRS
AS,LK,LK-5,Trincomalee,THW
AS,LK,LK-5,Trincomalee,TRR
NA,US,US-CO,Trinidad,TAD
SA,CO,CO-CAS,Trinidad,TDA
SA,BO,BO-B,Trinidad,TDD
NA,CU,CU-07,Trinidad,TND
AS,LB,LB-AS,Tripoli,KYE
AF,LY,LY-TB,Tripoli,MJI
AF,LY,LY-TB,Tripoli,TIP
NA,CA,CA-QC,Trois-Rivières,YRQ
EU,SE,SE-Q,Trollhättan,THN
EU,NO,NO-19,Tromsø,TOS
NA,US,US-CA,Trona,TRH
EU,NO,NO-17,Trondheim,TRD
NA,US,US-AL,Troy,TOI
NA,US,US-CA,Truckee,TKF
NA,HN,HN-CL,Trujillo,TJI
SA,PE,PE-LAL,Trujillo,TRU
NA,US,US-NM,Truth Or Consequences,TCS
AF,MG,MG-M,Tsaratanana,TTS
AS,MN,MN-073,Tselserleg,TSZ
OC,PG,PG-MPL,Tsewi,TSW
AF,BW,BW-KG,Tshabong,TBY
AF,CD,CD-KW,Tshikapa,TSH
AF,ZA,ZA-NP,Tshipise,TSD
OC,PG,PG-MPL,Tsile Tsile,TSI
AF,MG,MG-T,Tsiroanomandidy,WTS
AF,NA,NA-OT,Tsumeb,TSB
AS,JP,JP-42,Tsushima,TSJ
NA,US,US-AZ,Tuba City,TBC
NA,US,US-AZ,Tucson,AVW
NA,US,US-AZ,Tucson,DMA
NA,US,US-AZ,Tucson,TUS
SA,BR,BR-AM,Tucuma,BR-
SA,BR,BR-PA,Tucumã,TUZ
NA,US,US-NM,Tucumcari,TCC
SA,VE,VE-Y,Tucupita,TUV
SA,BR,BR-PA,Tucuruí,TUR
OC,PG,PG-NPP,Tufi,TFI
AS,PH,PH-CAG,Tuguegarao City,TUG
NA,CA,CA-NT,Tuktoyaktuk,YUB
EU,RU,RU-TUL,Tula,TYA
OC,SB,SB-CE,Tulaghi Island,TLG
NA,US,US-CA,Tulare,TLR
SA,EC,EC-C,Tulcán,TUA
EU,RO,RO-TL,Tulcea,TCE
AF,BW,BW-CE,Tuli Lodge,TLD
NA,CA,CA-NT,Tulita,ZFN
NA,US,US-TN,Tullahoma,THA
NA,US,US-TN,Tullahoma,TUH
NA,US,US-OK,Tulsa,RVS
NA,US,US-OK,Tulsa,TUL
SA,CO,CO-VAC,Tuluá,ULQ
NA,US,US-AK,Tuluksak,TLT
NA,MX,MX-ROO,Tulum,TUY
AF,ET,ET-SN,Tum,TUJ
SA,CO,CO-NAR,Tumaco,TCO
AS,ID,ID-KT,Tumbang Samba-Borneo Island,TBM
SA,PE,PE-TUM,Tumbes,TBP
NA,CA,CA-BC,Tumbler Ridge,TUX
AS,NP,NP-KO,Tumling Tar,TMI
OC,PG,PG-SAN,Tumolbil,TLP
NA,CA,CA-NT,Tungsten,TNS
NA,US,US-MS,Tunica,UTM
AF,TN,TN-11,Tunis,TUN
NA,US,US-AK,Tuntutuliak,WTL
NA,US,US-AK,Tununak,TNK
OC,PF,PF-U-A,Tupai Atoll,TPX
NA,US,US-MS,Tupelo,TUP
AS,SA,SA-08,Turaif,TUI
AS,PK,PK-BA,Turbat,TUK
SA,CO,CO-ANT,Turbo,TRB
OC,AU,AU-WA,Turkey Creek,TKY
AS,TM,TM-L,Türkmenabat,CRZ
EU,FI,FI-LS,Turku,TKU
AS,CN,CN-65,Turpan,TLQ
AS,RU,RU-KYA,Turukhansk,THX
NA,US,US-AL,Tuscaloosa,TCL
NA,US,US-AL,Tuskegee,TGE
NA,US,US-AK,Tuxekan Island,NKI
NA,MX,MX-CHP,Tuxtla Gutiérrez,TGZ
AS,VN,VN-49,Tuy Hoa,TBB
EU,BA,BA-BIH,Tuzla,TZL
EU,RU,RU-TVE,Tver,KLD
NA,US,US-CA,Twentynine Palms,TNP
NA,US,US-ID,Twin Falls,TWF
NA,US,US-AK,Twin Hills,TWA
OC,NZ,NZ-CAN,Twitzel,TWZ
NA,US,US-CA,Two Harbors,TWH
NA,US,US-TX,Tyler,TYR
AS,RU,RU-SAK,Tymovskoye,ZZO
EU,RU,RU-AMU,Tynda,TYD
NA,US,US-AK,Tyonek,TYE
AS,RU,RU-TYU,Tyumen,TJM
AF,ZA,ZA-NP,Tzaneen,LTA
OC,PF,PF-U-A,Ua Huka,UAH
OC,PF,PF-U-A,Ua Pou,UAP
NA,GT,GT-PE,Uaxactun,UAX
AF,LY,LY-SH,Ubari,QUB
SA,BR,BR-SP,Ubatuba,UBT
AS,JP,JP-35,Ube,UBJ
SA,BR,BR-MG,Uberaba,UBA
SA,BR,BR-MG,Uberlândia,UDI
AS,TH,TH-34,Ubon Ratchathani,UBP
AS,ID,ID-PA,Ubrub-Papua Island,UBR
SA,PE,PE-HUC,Uchiza,UCZ
AS,IN,IN-RJ,Udaipur,UDR
EU,IT,IT-36,Udine,UDN
AS,TH,TH-41,Udon Thani,UTH
EU,RU,RU-BA,Ufa,UFA
NA,US,US-AK,Ugashik,UGS
EU,CZ,CZ-ZL,Uherské Hradiště,UHE
AF,AO,AO-UIG,Uige,UGO
OC,MH,MH-UJA,Ujae Atoll,UJE
AS,ID,ID-SN,Ujung Pandang-Celebes Island,UPG
EU,RU,RU-KO,Ukhta,UCT
NA,US,US-CA,Ukiah,UKI
AF,KE,KE-300,Ukunda,UKA
AS,MN,MN-046,Ulaangom,ULO
AS,MN,MN-1,Ulan Bator,ULN
AS,RU,RU-BU,Ulan Ude,UUD
AS,CN,CN-15,Ulanhot,HLH
AS,MN,MN-057,Uliastai,ULZ
AS,KR,KR-31,Ulsan,USN
NA,CA,CA-NT,Ulukhaktok,YHI
AF,ZA,ZA-NL,Ulundi,ULD
AF,ZA,ZA-NP,Ulusaba,ULX
EU,RU,RU-ULY,Ulyanovsk,ULV
EU,RU,RU-ULY,Ulyanovsk,ULY
OC,PG,PG-MPL,Umba,UMC
EU,SE,SE-AC,Umeå,UME
NA,US,US-AK,Umiat,UMT
NA,CA,CA-QC,Umiujaq,YUD
AS,MN,MN-053,Umnugobitour,UGT
SA,BR,BR-PR,Umuarama,UMU
SA,BR,BR-BA,Una,UNA
NA,US,US-AK,Unalakleet,UNK
NA,US,US-AK,Unalaska,DUT
OC,PG,PG-WBK,Unea Island,BAJ
NA,US,US-TN,Union City,UCY
NA,VC,VC-06,Union Island,UNI
NA,US,US-TX,Universal City,RND
NA,CR,CR-A,Upala,UPL
EU,GB,GB-ENG,Upavon,UPV
NA,GL,GL-U-A,Upernavik,JUV
OC,PG,PG-WPD,Upiara,UPR
AF,ZA,ZA-NC,Upington,UTN
NA,US,US-CA,Upland,CCB
